epic,course,course_sequence,module,worksheet_title,assessment_type,status,grade,question_count,learnosity_reference,thinkster_worksheet_id,thinkster_worksheet_number,selected_concept_id,selected_topic_id,activity_id,created_at
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Adding/subtracting rational expressions - Review Worksheet 3,Review,Published,,8,AQRFERAL212,TAQAL212RFER_1,AQRFERAL212,T.AL2.RFE.4,T.AL2.RFE,e6f06443-3cc3-4f5a-b681-77c78b730e59,2026-07-01T17:03:02.307292+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Solving rational equations - Review Worksheet 1,Review,Published,,8,AQRFERAL213,TAQAL213RFER_1,AQRFERAL213,T.AL2.RFE.5,T.AL2.RFE,ed675276-5c94-498f-8b17-46cd7b984327,2026-07-01T17:03:03.126667+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Solving rational equations - Review Worksheet 2,Review,Published,,8,AQRFERAL214,TAQAL214RFER_1,AQRFERAL214,T.AL2.RFE.5,T.AL2.RFE,30181627-d191-4286-a3bd-b6c0da5a55a6,2026-07-01T17:03:03.947628+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Solving rational equations - Review Worksheet 3,Review,Published,,8,AQRFERAL215,TAQAL215RFER_1,AQRFERAL215,T.AL2.RFE.5,T.AL2.RFE,5fe24289-2d93-45f2-809a-b9c166cbd820,2026-07-01T17:03:04.868463+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Graphing rational functions - Review Worksheet 1,Review,Published,,8,AQRFERAL216,TAQAL216RFER_1,AQRFERAL216,T.AL2.RFE.6,T.AL2.RFE,2b96c471-8793-4258-ad3f-cffde407d70b,2026-07-01T17:03:05.788445+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Graphing rational functions - Review Worksheet 2,Review,Published,,8,AQRFERAL217,TAQAL217RFER_1,AQRFERAL217,T.AL2.RFE.6,T.AL2.RFE,e0a32475-987a-41e1-8601-ffca70c4c8f5,2026-07-01T17:03:06.716358+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Graphing rational functions - Review Worksheet 3,Review,Published,,8,AQRFERAL218,TAQAL218RFER_1,AQRFERAL218,T.AL2.RFE.6,T.AL2.RFE,2e194667-3ec4-417e-94b9-3b4c8c31139e,2026-07-01T17:03:07.397360+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation","Vertical, horizontal, & slant asymptotes - Review Worksheet 1",Review,Published,,8,AQRFERAL219,TAQAL219RFER_1,AQRFERAL219,T.AL2.RFE.7,T.AL2.RFE,ea4b4c71-f58e-42c3-b377-5cb747f13cec,2026-07-01T17:03:08.348655+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation","Vertical, horizontal, & slant asymptotes - Review Worksheet 2",Review,Published,,8,AQRFERAL220,TAQAL220RFER_1,AQRFERAL220,T.AL2.RFE.7,T.AL2.RFE,b3631870-319b-4d6f-a906-b5bc17a22c8c,2026-07-01T17:03:09.169196+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation","Vertical, horizontal, & slant asymptotes - Review Worksheet 3",Review,Published,,8,AQRFERAL221,TAQAL221RFER_1,AQRFERAL221,T.AL2.RFE.7,T.AL2.RFE,18a32ac1-ce00-46e6-9cda-77cfcd90f7c7,2026-07-01T17:03:09.987826+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Holes in graphs - Review Worksheet 1,Review,Published,,8,AQRFERAL222,TAQAL222RFER_1,AQRFERAL222,T.AL2.RFE.8,T.AL2.RFE,ce85f859-747f-4390-a150-e1cf47ecb8e7,2026-07-01T17:03:10.817579+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Holes in graphs - Review Worksheet 2,Review,Published,,8,AQRFERAL223,TAQAL223RFER_1,AQRFERAL223,T.AL2.RFE.8,T.AL2.RFE,bf55e501-269c-42ff-9970-7549d4d8e971,2026-07-01T17:03:11.726059+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Holes in graphs - Review Worksheet 3,Review,Published,,8,AQRFERAL224,TAQAL224RFER_1,AQRFERAL224,T.AL2.RFE.8,T.AL2.RFE,0281e861-5ab2-4645-bee3-00cd27edfe15,2026-07-01T17:03:12.544458+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Domain restrictions - Review Worksheet 1,Review,Published,,8,AQRFERAL225,TAQAL225RFER_1,AQRFERAL225,T.AL2.RFE.9,T.AL2.RFE,2efb3bc6-fffd-4878-9ef4-27140ab002db,2026-07-01T17:03:13.366725+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Domain restrictions - Review Worksheet 2,Review,Published,,8,AQRFERAL226,TAQAL226RFER_1,AQRFERAL226,T.AL2.RFE.9,T.AL2.RFE,56c806be-edf0-4a2d-b697-27f9e48adadb,2026-07-01T17:03:14.137630+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Domain restrictions - Review Worksheet 3,Review,Published,,8,AQRFERAL227,TAQAL227RFER_1,AQRFERAL227,T.AL2.RFE.9,T.AL2.RFE,ed4d74a8-814a-4f97-b78f-74be2d7e589f,2026-07-01T17:03:15.003730+00:00
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Rational Functions & Expressions - UT L1 (Set 1),Test,Published,,10,AQUTAL2RFEL101,TAQUTAL2RFEL101_1,AQUTAL2RFEL101,T.AL2.RFE.1,T.AL2.RFE,42b9b5fb-65f0-4623-953f-363ed2f5b4a2,
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Rational Functions & Expressions - UT L1 (Set 2),Test,Published,,10,AQUTAL2RFEL102,TAQUTAL2RFEL102_1,AQUTAL2RFEL102,T.AL2.RFE.1,T.AL2.RFE,bccc4fec-df10-4354-a6f1-069647ca912f,
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Rational Functions & Expressions - UT L2 (Set 1),Test,Published,,10,AQUTAL2RFEL201,TAQUTAL2RFEL201_1,AQUTAL2RFEL201,T.AL2.RFE.6,T.AL2.RFE,68342ba2-6702-4dc4-aae3-d2be88eae8ac,
Algebra 2,Math: Rational Functions & Expressions,11,"Inverse, Joint, and Combined Variation",Rational Functions & Expressions - UT L2 (Set 2),Test,Published,,10,AQUTAL2RFEL202,TAQUTAL2RFEL202_1,AQUTAL2RFEL202,T.AL2.RFE.6,T.AL2.RFE,88cc027c-8c76-495c-899d-c836cd0d6426,
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Worksheet 1,Practice,Published,,5,AQPFNAL201,TAQAL201PFN_1,AQPFNAL201,T.AL2.PFN.1,,83b1a106-d608-4a49-8f1f-f24185d32c64,2026-06-18T09:09:06.312Z
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Worksheet 2,Practice,Published,,5,AQPFNAL202,TAQAL202PFN_1,AQPFNAL202,T.AL2.PFN.1,,1030c9a5-fb94-4159-a950-e67199135091,2026-06-18T09:09:06.548Z
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Worksheet 3,Practice,Published,,5,AQPFNAL203,TAQAL203PFN_1,AQPFNAL203,T.AL2.PFN.1,,739f4e6e-1c9e-407c-b7b4-d607f525cf70,2026-06-18T09:09:06.813Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Worksheet 1,Practice,Published,,5,AQPFNAL204,TAQAL204PFN_1,AQPFNAL204,T.AL2.PFN.10,,a7cfceb7-3202-4a93-8f4b-f44f07fb502b,2026-06-18T09:09:07.057Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Worksheet 2,Practice,Published,,5,AQPFNAL205,TAQAL205PFN_1,AQPFNAL205,T.AL2.PFN.10,,526b22eb-e420-40cb-99b0-62b8ef73b133,2026-06-18T09:09:07.402Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Worksheet 3,Practice,Published,,5,AQPFNAL206,TAQAL206PFN_1,AQPFNAL206,T.AL2.PFN.10,,cdf62c58-b576-4347-a95e-4d4d667e3d35,2026-06-18T09:09:07.676Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Worksheet 1,Practice,Published,,5,AQPFNAL207,TAQAL207PFN_1,AQPFNAL207,T.AL2.PFN.11,,9f525959-8778-4ffd-8ff6-714b6a967bf2,2026-06-18T09:09:08.016Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Worksheet 2,Practice,Published,,5,AQPFNAL208,TAQAL208PFN_1,AQPFNAL208,T.AL2.PFN.11,,6c0bdb99-7071-4e34-adc1-f44aef8d0ccd,2026-06-18T09:09:08.253Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Worksheet 3,Practice,Published,,5,AQPFNAL209,TAQAL209PFN_1,AQPFNAL209,T.AL2.PFN.11,,ab2f674a-4fd3-4c37-83f2-b45f2ab6e9a8,2026-06-18T09:09:08.517Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Worksheet 1,Practice,Published,,5,AQPFNAL210,TAQAL210PFN_1,AQPFNAL210,T.AL2.PFN.12,,82a294cf-942e-41c5-9c1b-4010c51bec2c,2026-06-18T09:09:08.833Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Worksheet 2,Practice,Published,,5,AQPFNAL211,TAQAL211PFN_1,AQPFNAL211,T.AL2.PFN.12,,0db09ec7-f5a3-4e4f-a173-e310d15142c5,2026-06-18T09:09:09.096Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Worksheet 3,Practice,Published,,5,AQPFNAL212,TAQAL212PFN_1,AQPFNAL212,T.AL2.PFN.12,,f88c694d-f7ae-4116-b165-c30dfc5c316e,2026-06-18T09:09:09.333Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Worksheet 1,Practice,Published,,5,AQPFNAL213,TAQAL213PFN_1,AQPFNAL213,T.AL2.PFN.2,,d645df63-2437-4ee8-8b08-7921c23bbeed,2026-06-18T09:09:09.597Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Worksheet 2,Practice,Published,,5,AQPFNAL214,TAQAL214PFN_1,AQPFNAL214,T.AL2.PFN.2,,f4a4d67a-8ee4-4dd7-9ba5-b2290f6d2bd4,2026-06-18T09:09:09.833Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Worksheet 3,Practice,Published,,5,AQPFNAL215,TAQAL215PFN_1,AQPFNAL215,T.AL2.PFN.2,,beef1aec-107c-4664-a19d-5fc7d94ceaec,2026-06-18T09:09:10.165Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Worksheet 1,Practice,Published,,5,AQPFNAL216,TAQAL216PFN_1,AQPFNAL216,T.AL2.PFN.3,,12de02f6-bcca-4fdc-92bc-68ca1c204dbe,2026-06-18T09:09:10.400Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Worksheet 2,Practice,Published,,5,AQPFNAL217,TAQAL217PFN_1,AQPFNAL217,T.AL2.PFN.3,,19db1c8e-dd3e-4d0c-b010-3897397d0977,2026-06-18T09:09:10.671Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Worksheet 3,Practice,Published,,5,AQPFNAL218,TAQAL218PFN_1,AQPFNAL218,T.AL2.PFN.3,,b58dc725-8f45-49db-9148-0c41c4cc63ff,2026-06-18T09:09:10.963Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Worksheet 1,Practice,Published,,5,AQPFNAL219,TAQAL219PFN_1,AQPFNAL219,T.AL2.PFN.4,,caa2d306-cc99-4bbe-84b6-1c6192163822,2026-06-18T09:09:11.293Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Worksheet 2,Practice,Published,,5,AQPFNAL220,TAQAL220PFN_1,AQPFNAL220,T.AL2.PFN.4,,060265bb-1953-4d76-ba4c-fcf1700c99ec,2026-06-18T09:09:11.600Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Worksheet 3,Practice,Published,,5,AQPFNAL221,TAQAL221PFN_1,AQPFNAL221,T.AL2.PFN.4,,0c6b4ca0-30a1-43ca-9c91-2b06dca23134,2026-06-18T09:09:11.864Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Worksheet 1,Practice,Published,,5,AQPFNAL222,TAQAL222PFN_1,AQPFNAL222,T.AL2.PFN.5,,c607724a-4e9e-4c9f-9734-f685b22fb59a,2026-06-18T09:09:12.100Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Worksheet 2,Practice,Published,,5,AQPFNAL223,TAQAL223PFN_1,AQPFNAL223,T.AL2.PFN.5,,3dfb5864-f547-445f-9e0c-5b5ff0dd07fa,2026-06-18T09:09:12.371Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Worksheet 3,Practice,Published,,5,AQPFNAL224,TAQAL224PFN_1,AQPFNAL224,T.AL2.PFN.5,,ad3542fa-d0f4-4b05-beb7-fa3b0ca30a5b,2026-06-18T09:09:12.622Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Worksheet 1,Practice,Published,,5,AQPFNAL225,TAQAL225PFN_1,AQPFNAL225,T.AL2.PFN.6,,44197771-f9fb-4e03-aa03-86015c129687,2026-06-18T09:09:12.929Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Worksheet 2,Practice,Published,,5,AQPFNAL226,TAQAL226PFN_1,AQPFNAL226,T.AL2.PFN.6,,0161eb30-df63-4921-98f3-a3ed1885462c,2026-06-18T09:09:13.651Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Worksheet 3,Practice,Published,,5,AQPFNAL227,TAQAL227PFN_1,AQPFNAL227,T.AL2.PFN.6,,625a3edd-490a-4a05-bc91-7bbdda2fe4c9,2026-06-18T09:09:13.920Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Worksheet 1,Practice,Published,,5,AQPFNAL228,TAQAL228PFN_1,AQPFNAL228,T.AL2.PFN.7,,bdf89dcc-e0f9-4a98-a9af-861d0b9043b1,2026-06-18T09:09:14.158Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Worksheet 2,Practice,Published,,5,AQPFNAL229,TAQAL229PFN_1,AQPFNAL229,T.AL2.PFN.7,,9efe1e49-6f34-4d54-b468-67b592c8b9a8,2026-06-18T09:09:14.424Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Worksheet 3,Practice,Published,,5,AQPFNAL230,TAQAL230PFN_1,AQPFNAL230,T.AL2.PFN.7,,ec025c55-efbc-43ce-9069-621ed7977629,2026-06-18T09:09:14.668Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Worksheet 1,Practice,Published,,5,AQPFNAL231,TAQAL231PFN_1,AQPFNAL231,T.AL2.PFN.8,,bf8ed6c0-edb8-4aa5-ae71-7e57d3735756,2026-06-18T09:09:14.983Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Worksheet 2,Practice,Published,,5,AQPFNAL232,TAQAL232PFN_1,AQPFNAL232,T.AL2.PFN.8,,02022dd3-f370-4326-a413-8d3938172df3,2026-06-18T09:09:15.220Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Worksheet 3,Practice,Published,,5,AQPFNAL233,TAQAL233PFN_1,AQPFNAL233,T.AL2.PFN.8,,573f5312-7e12-47f6-bd50-5d12a96e860c,2026-06-18T09:09:15.499Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Rational Zero Theorem - Worksheet 1,Practice,Published,,5,AQPFNAL234,TAQAL234PFN_1,AQPFNAL234,T.AL2.PFN.9,,3041d013-b00f-4bb2-b8ea-25589004a782,2026-06-18T09:09:15.741Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Rational Zero Theorem - Worksheet 2,Practice,Published,,5,AQPFNAL235,TAQAL235PFN_1,AQPFNAL235,T.AL2.PFN.9,,bc600bf3-001c-45f0-a78e-209908559bae,2026-06-18T09:09:16.016Z
Algebra 2,Math: Polynomial Functions,12,End behavior,Rational Zero Theorem - Worksheet 3,Practice,Published,,5,AQPFNAL236,TAQAL236PFN_1,AQPFNAL236,T.AL2.PFN.9,,416b3760-8032-46e6-991c-fb334b571a56,2026-06-18T09:09:16.254Z
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Review Worksheet 1,Review,Published,,8,AQPFNRAL201,TAQAL201PFNR_1,AQPFNRAL201,T.AL2.PFN.1,T.AL2.PFN,7a3c9e3a-e141-4198-9eb9-0fa8e8691ca8,2026-07-01T17:03:22.991967+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Review Worksheet 2,Review,Published,,8,AQPFNRAL202,TAQAL202PFNR_1,AQPFNRAL202,T.AL2.PFN.1,T.AL2.PFN,193e7479-8bc8-4aa2-b071-ca1a3ecb5adb,2026-07-01T17:03:23.851092+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,End behavior - Review Worksheet 3,Review,Published,,8,AQPFNRAL203,TAQAL203PFNR_1,AQPFNRAL203,T.AL2.PFN.1,T.AL2.PFN,10c38bb8-9b24-4ae1-97bc-5257b3243ded,2026-07-01T17:03:24.632476+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Review Worksheet 1,Review,Published,,8,AQPFNRAL204,TAQAL204PFNR_1,AQPFNRAL204,T.AL2.PFN.10,T.AL2.PFN,528c74b7-b687-4cd3-a71f-4b1d5cb586d3,2026-07-01T17:03:25.346964+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Review Worksheet 2,Review,Published,,8,AQPFNRAL205,TAQAL205PFNR_1,AQPFNRAL205,T.AL2.PFN.10,T.AL2.PFN,1283dbaf-6d64-4894-be3b-7add24504464,2026-07-01T17:03:26.270710+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Descartes' Rule of Signs - Review Worksheet 3,Review,Published,,8,AQPFNRAL206,TAQAL206PFNR_1,AQPFNRAL206,T.AL2.PFN.10,T.AL2.PFN,f6daaa4c-5042-4f39-849e-4ddffe21375f,2026-07-01T17:03:27.190996+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Review Worksheet 1,Review,Published,,8,AQPFNRAL207,TAQAL207PFNR_1,AQPFNRAL207,T.AL2.PFN.11,T.AL2.PFN,5702e251-40d1-4957-84bd-6ce914a105b3,2026-07-01T17:03:28.009712+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Review Worksheet 2,Review,Published,,8,AQPFNRAL208,TAQAL208PFNR_1,AQPFNRAL208,T.AL2.PFN.11,T.AL2.PFN,5a4330f2-1079-4844-ba8e-68fda6da69f7,2026-07-01T17:03:28.830983+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Complex roots - Review Worksheet 3,Review,Published,,8,AQPFNRAL209,TAQAL209PFNR_1,AQPFNRAL209,T.AL2.PFN.11,T.AL2.PFN,0490781f-5309-41d5-96ec-06cd2182471e,2026-07-01T17:03:29.750522+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Review Worksheet 1,Review,Published,,8,AQPFNRAL210,TAQAL210PFNR_1,AQPFNRAL210,T.AL2.PFN.12,T.AL2.PFN,4a8f1034-e86a-48c1-adff-c656b9c73ae9,2026-07-01T17:03:30.672213+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Review Worksheet 2,Review,Published,,8,AQPFNRAL211,TAQAL211PFNR_1,AQPFNRAL211,T.AL2.PFN.12,T.AL2.PFN,3be32e98-cafe-40e5-b2bb-5423946b1c84,2026-07-01T17:03:31.593153+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Fundamental Theorem of Algebra - Review Worksheet 3,Review,Published,,8,AQPFNRAL212,TAQAL212PFNR_1,AQPFNRAL212,T.AL2.PFN.12,T.AL2.PFN,7a5b2e29-b047-4aa1-afb8-87c6c4bc8db3,2026-07-01T17:03:32.515498+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Review Worksheet 1,Review,Published,,8,AQPFNRAL213,TAQAL213PFNR_1,AQPFNRAL213,T.AL2.PFN.2,T.AL2.PFN,e4feeb53-daf6-4667-a157-7eaae735dcb7,2026-07-01T17:03:33.334896+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Review Worksheet 2,Review,Published,,8,AQPFNRAL214,TAQAL214PFNR_1,AQPFNRAL214,T.AL2.PFN.2,T.AL2.PFN,97735203-75e5-4c1c-a099-e1fab1111b6f,2026-07-01T17:03:34.256663+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Degree & leading coefficient - Review Worksheet 3,Review,Published,,8,AQPFNRAL215,TAQAL215PFNR_1,AQPFNRAL215,T.AL2.PFN.2,T.AL2.PFN,7bd2f6e7-3602-48a7-9cad-43df8a16671c,2026-07-01T17:03:35.179081+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Review Worksheet 1,Review,Published,,8,AQPFNRAL216,TAQAL216PFNR_1,AQPFNRAL216,T.AL2.PFN.3,T.AL2.PFN,e8b5d8b3-1ca1-4021-9dba-37e58657c17a,2026-07-01T17:03:36.099418+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Review Worksheet 2,Review,Published,,8,AQPFNRAL217,TAQAL217PFNR_1,AQPFNRAL217,T.AL2.PFN.3,T.AL2.PFN,7773eafd-23c8-4098-87d4-2ec2a326736b,2026-07-01T17:03:37.020989+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Graphing polynomial functions - Review Worksheet 3,Review,Published,,8,AQPFNRAL218,TAQAL218PFNR_1,AQPFNRAL218,T.AL2.PFN.3,T.AL2.PFN,e7fa44fa-07dc-49f8-aad6-2d5ed8113e5a,2026-07-01T17:03:37.942817+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Review Worksheet 1,Review,Published,,8,AQPFNRAL219,TAQAL219PFNR_1,AQPFNRAL219,T.AL2.PFN.4,T.AL2.PFN,7d2a1330-ada7-4f48-b9ce-2240f9b743d0,2026-07-01T17:03:38.708532+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Review Worksheet 2,Review,Published,,8,AQPFNRAL220,TAQAL220PFNR_1,AQPFNRAL220,T.AL2.PFN.4,T.AL2.PFN,d0c8eb41-c86c-4363-a4d7-cd4661a04079,2026-07-01T17:03:39.512563+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Zeros and roots - Review Worksheet 3,Review,Published,,8,AQPFNRAL221,TAQAL221PFNR_1,AQPFNRAL221,T.AL2.PFN.4,T.AL2.PFN,20cdbef7-027e-42fb-bc30-8d05695839f5,2026-07-01T17:03:40.297790+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Review Worksheet 1,Review,Published,,8,AQPFNRAL222,TAQAL222PFNR_1,AQPFNRAL222,T.AL2.PFN.5,T.AL2.PFN,b74631e5-f627-46ed-8210-2006ca4a6b4e,2026-07-01T17:03:41.129271+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Review Worksheet 2,Review,Published,,8,AQPFNRAL223,TAQAL223PFNR_1,AQPFNRAL223,T.AL2.PFN.5,T.AL2.PFN,799d454c-2ae5-4bc9-b626-b816a15e267f,2026-07-01T17:03:41.823931+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Multiplicity - Review Worksheet 3,Review,Published,,8,AQPFNRAL224,TAQAL224PFNR_1,AQPFNRAL224,T.AL2.PFN.5,T.AL2.PFN,4c543742-6c66-40c3-9024-e13157a299be,2026-07-01T17:03:42.641410+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Review Worksheet 1,Review,Published,,8,AQPFNRAL225,TAQAL225PFNR_1,AQPFNRAL225,T.AL2.PFN.6,T.AL2.PFN,573aebf5-bc6c-4020-89e0-3278965fff46,2026-07-01T17:03:43.306667+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Review Worksheet 2,Review,Published,,8,AQPFNRAL226,TAQAL226PFNR_1,AQPFNRAL226,T.AL2.PFN.6,T.AL2.PFN,5f31032d-f6b6-473e-b609-95e8ca37c538,2026-07-01T17:03:44.191143+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factoring higher-degree polynomials - Review Worksheet 3,Review,Published,,8,AQPFNRAL227,TAQAL227PFNR_1,AQPFNRAL227,T.AL2.PFN.6,T.AL2.PFN,a94700a0-8fbe-4b5f-8cdd-06a42fcf2c36,2026-07-01T17:03:45.110383+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Review Worksheet 1,Review,Published,,8,AQPFNRAL228,TAQAL228PFNR_1,AQPFNRAL228,T.AL2.PFN.7,T.AL2.PFN,8e452f9e-8310-46ae-9403-b32a23a5cb01,2026-07-01T17:03:45.949613+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Review Worksheet 2,Review,Published,,8,AQPFNRAL229,TAQAL229PFNR_1,AQPFNRAL229,T.AL2.PFN.7,T.AL2.PFN,cf099dbd-b2fc-4aab-aed9-0b0d2966d3b9,2026-07-01T17:03:46.749722+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Remainder Theorem - Review Worksheet 3,Review,Published,,8,AQPFNRAL230,TAQAL230PFNR_1,AQPFNRAL230,T.AL2.PFN.7,T.AL2.PFN,235ac0cf-6e8d-42c7-8b7d-70366d8a68c2,2026-07-01T17:03:47.504614+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Review Worksheet 1,Review,Published,,8,AQPFNRAL231,TAQAL231PFNR_1,AQPFNRAL231,T.AL2.PFN.8,T.AL2.PFN,4a406b39-db55-492c-9b87-63c5e9a90df4,2026-07-01T17:03:48.387713+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Review Worksheet 2,Review,Published,,8,AQPFNRAL232,TAQAL232PFNR_1,AQPFNRAL232,T.AL2.PFN.8,T.AL2.PFN,bcfff977-5c29-42a8-9234-cc0f39aa125a,2026-07-01T17:03:49.311155+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Factor Theorem - Review Worksheet 3,Review,Published,,8,AQPFNRAL233,TAQAL233PFNR_1,AQPFNRAL233,T.AL2.PFN.8,T.AL2.PFN,f5a4fe2a-49c1-4d95-b1c4-2c5478e86c04,2026-07-01T17:03:50.230938+00:00
Algebra 2,Math: Polynomial Functions,12,End behavior,Rational Zero Theorem - Review Worksheet 1,Review,Published,,8,AQPFNRAL234,TAQAL234PFNR_1,AQPFNRAL234,T.AL2.PFN.9,T.AL2.PFN,00585949-759c-4502-a90a-7ac039e35e39,2026-07-01T17:03:51.153802+00:00
